source,cid,category description,sub_batch_name
tmall,50012986,零食/坚果/特产>山核桃/坚果/炒货>开心果,食品
tmall,50012982,零食/坚果/特产>山核桃/坚果/炒货>山核桃,食品
tmall,50012989,零食/坚果/特产>山核桃/坚果/炒货>松子,食品
tmall,50012987,零食/坚果/特产>山核桃/坚果/炒货>夏威夷果,食品
tmall,50012988,零食/坚果/特产>山核桃/坚果/炒货>香榧,食品
tmall,50013000,零食/坚果/特产>山核桃/坚果/炒货>小银杏,食品
tmall,50012998,零食/坚果/特产>山核桃/坚果/炒货>杏仁/巴旦木,食品
tmall,50012997,零食/坚果/特产>山核桃/坚果/炒货>腰果,食品
tmall,50012983,零食/坚果/特产>山核桃/坚果/炒货>长寿果/碧根果,食品
tmall,50012992,零食/坚果/特产>山核桃/坚果/炒货>榛子,食品
tmall,50012995,零食/坚果/特产>山核桃/坚果/炒货>纸皮/薄皮核桃,食品
tmall,50016091,零食/坚果/特产>糖果零食/果冻/布丁(父级类目),食品
tmall,127676023,零食/坚果/特产>糖果零食/果冻/布丁>薄荷糖,食品
tmall,50016093,零食/坚果/特产>糖果零食/果冻/布丁>果冻/布丁,食品
tmall,50016092,零食/坚果/特产>糖果零食/果冻/布丁>口香糖,食品
tmall,50008056,零食/坚果/特产>糖果零食/果冻/布丁>糖果,食品
tmall,201158302,零食/坚果/特产>糖果零食/果冻/布丁>喜糖,食品
tmall,50024607,零食/坚果/特产>新鲜蛋糕,食品
tmall,50009556,零食/坚果/特产>鱿鱼丝/鱼干/海味即食(父级类目),食品
tmall,50009561,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>贝系列,食品
tmall,50013054,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>海参即食,食品
tmall,50013057,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>海带零食,食品
tmall,50009562,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>海苔系列,食品
tmall,50009559,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>即食虾零食,食品
tmall,50009557,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>即食鱿鱼零食,食品
tmall,50009558,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>即食鱼零食,食品
tmall,50009560,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>蟹系列,食品
tmall,50018801,奶粉/辅食/营养品/零食>宝宝辅食(父级类目),食品-母婴
tmall,50018598,奶粉/辅食/营养品/零食>宝宝辅食>菜粉/水果粉,食品-母婴
tmall,50018597,奶粉/辅食/营养品/零食>宝宝辅食>果/菜/肉/混合泥,食品-母婴
tmall,50018804,奶粉/辅食/营养品/零食>宝宝辅食>果汁/饮品,食品-母婴
tmall,50006825,奶粉/辅食/营养品/零食>宝宝辅食>米粉/米糊/汤粥,食品-母婴
tmall,50018802,奶粉/辅食/营养品/零食>宝宝辅食>面条,食品-母婴
tmall,50018806,奶粉/辅食/营养品/零食>宝宝辅食>磨牙棒/饼干,食品-母婴
tmall,50018803,奶粉/辅食/营养品/零食>宝宝辅食>肉松/鱼松,食品-母婴
tmall,121404016,奶粉/辅食/营养品/零食>宝宝零食(父级类目),食品-母婴
tmall,121454027,奶粉/辅食/营养品/零食>宝宝零食>果肉条,食品-母婴
tmall,121456017,奶粉/辅食/营养品/零食>宝宝零食>海苔,食品-母婴
tmall,121416017,奶粉/辅食/营养品/零食>宝宝零食>奶酪,食品-母婴
tmall,121484023,奶粉/辅食/营养品/零食>宝宝零食>奶片,食品-母婴
tmall,121484022,奶粉/辅食/营养品/零食>宝宝零食>泡芙,食品-母婴
tmall,121448015,奶粉/辅食/营养品/零食>宝宝零食>溶溶豆,食品-母婴
tmall,121422026,奶粉/辅食/营养品/零食>宝宝零食>肉肠,食品-母婴
tmall,121422025,奶粉/辅食/营养品/零食>宝宝零食>糖果,食品-母婴
tmall,50014813,奶粉/辅食/营养品/零食>其它,食品-母婴
tmall,121448014,奶粉/辅食/营养品/零食>婴幼儿调味品（新）(父级类目),食品-母婴
tmall,121366028,奶粉/辅食/营养品/零食>婴幼儿调味品（新）>食用油,食品-母婴
tmall,121418019,奶粉/辅食/营养品/零食>婴幼儿调味品（新）>调料,食品-母婴
tmall,127596001,奶粉/辅食/营养品/零食>婴幼儿液态奶,饮料-母婴
tmall,50018808,奶粉/辅食/营养品/零食>婴幼儿营养品(父级类目),饮料-母婴
tmall,50018812,奶粉/辅食/营养品/零食>婴幼儿营养品>DHA/核桃油,食品-母婴
tmall,50005772,奶粉/辅食/营养品/零食>婴幼儿营养品>蛋白粉,食品-母婴
tmall,50016097,奶粉/辅食/营养品/零食>婴幼儿营养品>钙铁锌,食品-母婴
tmall,50018809,奶粉/辅食/营养品/零食>婴幼儿营养品>牛初乳,食品-母婴
tmall,50018840,奶粉/辅食/营养品/零食>婴幼儿营养品>葡萄糖,食品-母婴
tmall,50018837,奶粉/辅食/营养品/零食>婴幼儿营养品>清凉/调理/奶伴,食品-母婴
tmall,201218720,奶粉/辅食/营养品/零食>婴幼儿营养品>乳铁蛋白,食品-母婴
tmall,50016098,奶粉/辅食/营养品/零食>婴幼儿营养品>维生素,食品-母婴
tmall,50018811,奶粉/辅食/营养品/零食>婴幼儿营养品>益生菌,食品-母婴
tmall,123544003,奶粉/辅食/营养品/零食>婴幼儿营养品>婴幼儿保健食品,食品-母婴
tmall,50018836,奶粉/辅食/营养品/零食>婴幼儿营养品>鱼肝油,食品-母婴
tmall,50050359,水产肉类/新鲜蔬果/熟食(父级类目),食品
tmall,123222007,水产肉类/新鲜蔬果/熟食>冰淇淋/冻品,食品
tmall,50012382,水产肉类/新鲜蔬果/熟食>蛋/蛋制品(父级类目),食品
tmall,50050688,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>加工蛋类及蛋制品(父级类目),食品
tmall,50016809,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>加工蛋类及蛋制品>其它,食品
tmall,50050692,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>加工蛋类及蛋制品>松花/皮蛋,食品
tmall,50050690,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>加工蛋类及蛋制品>咸鸭蛋,食品
tmall,50050687,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类(父级类目),食品
tmall,123228003,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>鹅蛋,食品
tmall,50050689,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>鸽蛋,食品
tmall,201173823,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>活珠子/毛胚蛋,食品
tmall,50012385,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>鸡蛋,食品
tmall,50012387,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>其它,食品
tmall,50012386,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>鸭蛋,食品
tmall,50050371,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品(父级类目),食品
tmall,50050701,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类(父级类目),食品
tmall,50016803,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>鲍鱼,食品
tmall,50050712,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>北极贝,食品
tmall,50016795,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>贝类制品,食品
tmall,123216003,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>蛏子,食品
tmall,50016802,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>干贝/瑶柱,食品
tmall,123194006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>海螺,食品
tmall,123198003,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>蓝口贝,食品
tmall,50025698,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>泥螺,食品
tmall,50016808,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>其它,食品
tmall,123234006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>青口贝,食品
tmall,123200007,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>扇贝,食品
tmall,123260002,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>扇贝柱,食品
tmall,122102001,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>生蚝,食品
tmall,123230002,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>夏夷贝,食品
tmall,123232003,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>象拔蚌,食品
tmall,123250003,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>紫口贝,食品
tmall,50016772,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>海参,食品
tmall,201381612,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>海胆,食品
tmall,201152404,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>海鲜水产礼盒套装,食品
tmall,50016801,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>海蜇,食品
tmall,50016806,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>甲鱼,食品
tmall,50050694,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>墨鱼/乌贼(父级类目),食品
tmall,50050714,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>墨鱼/乌贼>冷冻墨鱼,食品
tmall,50016798,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>墨鱼/乌贼>墨鱼干,食品
tmall,50050715,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>墨鱼/乌贼>墨鱼丸/花枝丸,食品
tmall,201383901,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>牛蛙/蛙类制品,食品
tmall,50025692,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>其它,食品
tmall,201272478,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>水产制品(父级类目),食品
tmall,201303606,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>水产制品>佛跳墙,食品
tmall,201188803,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>特许养殖水产,食品
tmall,50050695,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>虾类(父级类目),食品
tmall,123220002,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>虾类>冻虾,食品
tmall,50050706,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>虾类>活虾,食品
tmall,126602001,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>虾类>虾干,食品
tmall,50016794,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>虾类>虾类制品,食品
tmall,50016805,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>虾类>虾皮/虾米/海米,食品
tmall,50050707,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>虾类>虾仁,食品
tmall,50025690,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类(父级类目),食品
tmall,50016792,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>大闸蟹,食品
tmall,50050710,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>帝王蟹,食品
tmall,123200006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>红毛蟹,食品
tmall,123188006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>黄金蟹,食品
tmall,123206004,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>老虎蟹,食品
tmall,50050708,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>青蟹,食品
tmall,127692021,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>梭子蟹,食品
tmall,50050709,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>蟹棒,食品
tmall,123222006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>蟹脚,食品
tmall,50016800,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>蟹类制品,食品
tmall,123222005,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>鳕蟹,食品
tmall,123224004,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>蟹类>珍宝蟹,食品
tmall,50050699,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱿鱼(父级类目),食品
tmall,50050713,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱿鱼>冷冻鱿鱼,食品
tmall,50016797,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱿鱼>鱿鱼干,食品
tmall,124230011,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类(父级类目),食品
tmall,50050693,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类（旧）(父级类目),食品
tmall,50050705,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类（旧）>海鲜鱼类,食品
tmall,50016793,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类（旧）>鱼类制品,食品
tmall,124174011,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>巴沙鱼,食品
tmall,123200008,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>斑鱼,食品
tmall,123196006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>比目鱼,食品
tmall,126488018,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>鲳鱼,食品
tmall,124246009,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>带鱼,食品
tmall,50025691,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>淡水鱼类,食品
tmall,123190005,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>鲽鱼,食品
tmall,124432001,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>多春鱼（新）,食品
tmall,126412022,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>黄鱼,食品
tmall,123196007,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>金枪鱼,食品
tmall,124204010,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>马鲛鱼,食品
tmall,127664024,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>鳗鱼,食品
tmall,124240006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>秋刀鱼,食品
tmall,50016807,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>三文鱼,食品
tmall,50050702,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>鳕鱼,食品
tmall,201383801,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类>鱼子(籽)/制品,食品
tmall,124228006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类制品(父级类目),食品
tmall,50016796,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类制品>花胶/鱼胶,食品
tmall,124226017,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类制品>鱼干,食品
tmall,124174012,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类制品>鱼糕/鱼饼,食品
tmall,124204011,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类制品>鱼类罐头,食品
tmall,124230012,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>鱼类制品>鱼丸/鱼滑,食品
tmall,50016771,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>藻类(父级类目),食品
tmall,50050718,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>藻类>海带,食品
tmall,50016804,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>藻类>紫菜,食品
tmall,50050698,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>章鱼(父级类目),食品
tmall,50050717,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>章鱼>冷冻章鱼,食品
tmall,50050716,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>章鱼>章鱼干,食品
tmall,127212001,水产肉类/新鲜蔬果/熟食>净菜/半成品菜/快手菜(父级类目),食品
tmall,127216001,水产肉类/新鲜蔬果/熟食>净菜/半成品菜/快手菜>半成品豆制品/人造肉/植物肉,食品
tmall,201155002,水产肉类/新鲜蔬果/熟食>净菜/半成品菜/快手菜>半成品礼盒套装,食品
tmall,127220001,水产肉类/新鲜蔬果/熟食>净菜/半成品菜/快手菜>半成品肉类,食品
tmall,127218001,水产肉类/新鲜蔬果/熟食>净菜/半成品菜/快手菜>半成品蔬菜,食品
tmall,127216002,水产肉类/新鲜蔬果/熟食>净菜/半成品菜/快手菜>半成品水产,食品
tmall,50050372,水产肉类/新鲜蔬果/熟食>生肉/肉制品(父级类目),食品
tmall,123246002,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鹅肉,食品
tmall,50166002,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鸽类(父级类目),食品
tmall,50050670,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鸽类>其它,食品
tmall,50050665,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鸽类>乳鸽,食品
tmall,50050667,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鸡肉类(父级类目),食品
tmall,50050679,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鸡肉类>鸡肉丸/肉串,食品
tmall,124230013,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鸡肉类>鸡胸,食品
tmall,50050680,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鸡肉类>其它,食品
tmall,124238006,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鸡肉类>生鸡翅,食品
tmall,50016814,水产肉类/新鲜蔬果/熟食>生肉/肉制品>鸡肉类>生鸡肉,食品
